note_id,type,title,desc,time,last_update_time,user_id,nickname,avatar,liked_count,collected_count,comment_count,share_count,ip_location,image_list,last_modify_ts,note_url
6419a535000000001203d355,normal,深圳东部华侨城又回来啦，攻略安排🔥,"🎫门票：团GO💰150元/人 （不包含森林小火车，需另外自费）
📍地址：深圳市盐田区大梅沙东部华侨城
营业时间：10:00-18:00,17:00停止入场
🚇交通：自驾或地铁转公交-地铁2号线（盐田路方向）盐田港西站B2出口 步行380米到公交站 周大福大厦站乘坐（M362路   (或 308路 308路区间 M196路）东部华侨城下车步行10米到达目的地 （可以根据自己的所在地选择合适的路线）
🎡游玩项目
✅【激流勇进】从慢慢升起到一冲而下 溅出水花太刺激了，可以玩无数次，雨衣可以选择购买💰10元一件〰️一定一定要绑紧哦不然你全湿透了 ，往上走看了一场咆哮山洪的表演。
✅【云海索道】索道深圳第一条高空索道，能俯瞰梅沙湾，风景很不错，适合拍个美美的照片。
✅【登峰造极】 《一起来看流星雨》取景地，高空U型玻璃隧道，景色是真的不错，一片蓝色海洋，空气也挺好的风很大，上面有观光塔和冲上云霄项目玩
✅【木质过山车】可以试试，不过也不高，下来的时候会刺激一点，可以尝试一下
✅【冲上云霄】整个大峡谷最刺激的项目，整个人被抛到悬崖上空，刺激又好玩，胆子大的可以玩玩
✅【森林小火车】童话里的小火车真的存在，穿梭在森林里，全程5200米，50分钟左右，小火车只要不出站，中途下车也是可以，无限次搭乘体验哦。
👉需自费🎫平日💰30，周末💰50
	
下山乘坐缆车下去哦 可以俯瞰整个梅沙湾，风景太美了👐
🌟温馨小提示
门口的储物柜是收费的💰30小柜💰50大柜
最好是早上10点后进园 这样可以玩到多点项目〰️
🌞天气太热了要做好防晒🌟多喝水🥤穿搭最好以舒服休闲为主👚运动鞋👟带把伞或者戴帽子👒
如果去玩水项类目的带多件衣服可以替换
     @薯队长 @薯条小助手 @深圳东部华侨城 ",1.68E+12,1.68E+12,58de33ca5e87e7720d288633,蜜桃妹妹,https://sns-avatar-qc.xhscdn.com/avatar/61c9cb988c7146b1db82e91c.jpg,518,429,68,1256,,"https://sns-img-bd.xhscdn.com/bf09b82f-dbfb-8f82-b18c-b91fead90143,https://sns-img-bd.xhscdn.com/dd069b98-4b3f-56c7-07a0-e96c73a850dc,https://sns-img-bd.xhscdn.com/921e1604-0c3f-ceef-d061-08c358e4c48e,https://sns-img-bd.xhscdn.com/d1b9ae5d-def5-79c2-fa23-cb033e25a317,https://sns-img-bd.xhscdn.com/25b77bbd-1790-d7b6-7ec3-87c559df58e8",1.70E+12,https://www.xiaohongshu.com/explore/6419a535000000001203d355
652de8f8000000001e00c7a2,normal,万万没想到如今的东部华侨城成了这样,"曾经都是深圳热门旅游景点之一的东部华侨城生态旅游景区，不同往日时光❗️
	
一声叹息了
	
                ",1.70E+12,1.70E+12,5db7820d0000000001000454,花花的快乐分享,https://sns-avatar-qc.xhscdn.com/avatar/6558ed279aabb17fa12c16fb.jpg,166,40,187,161,,"https://sns-img-hw.xhscdn.net/0c2606e9-04be-588a-84db-e5d51f20f9b4,https://sns-img-hw.xhscdn.net/b8f435ed-6190-8125-e43d-84bc5012aa81,https://sns-img-hw.xhscdn.net/e7bb4dd3-2f54-9077-7327-f9e4e5724d87,https://sns-img-hw.xhscdn.net/fac74fc1-821b-7cb9-ccf7-326a54a97427,https://sns-img-hw.xhscdn.net/21664cb7-508e-dcd0-2c07-46d8c94b7ec9,https://sns-img-hw.xhscdn.net/64c13290-ace4-de28-88cb-94017ab81eaf,https://sns-img-hw.xhscdn.net/a014fee6-d843-c91c-0ab7-7825071fd9db,https://sns-img-hw.xhscdn.net/ee6359d9-ee9f-2aa3-bc25-cb9ea1d6c031,https://sns-img-hw.xhscdn.net/0d2fa6e2-f02e-7162-5a48-f85d9b21b393",1.70E+12,https://www.xiaohongshu.com/explore/652de8f8000000001e00c7a2
653e8a650000000025021a0d,normal,最新的深圳东部华侨城,"今天刚去的深圳东部华侨城🏰，可能由于前两天深圳欢乐谷事故，这边也是同样的一些刺激的大型项目都关闭检修了，地图上的每个免费项目基本都去了，一天玩下来也得六七个小时，走的确实累，但相对于票价还算行吧，毕竟玩了这么久，就是景区里面八块钱一瓶的怡宝水是我不能接受的[哭惹R]
游完的话坐缆车上去，紧接着到了收费的森林小火车，再上去之后基本就没有可以玩的地方了，都是商业化的酒店、温泉、水会以及高尔夫球场了，上去就是看着城堡式的建筑好看拍了些照片就返程了。
第二条缆车那里会在手背上盖一个荧光的章，等返程回来的时候会检查手上的章还在不在才让过，开始盖章的时候以为是纪念来了这个地方，等检票才发现大概率是查看是否买了往返的森林火车吧，不知道如果洗手洗掉了回来会不会还让补个票哈哈哈哈。
上去玩主要以休闲风穿搭为主，不然狂走的这些路真的会很累，还有驱蚊的也有必要，线上购买了电子票，线下直接用身份证刷闸机过就可以了。",1.70E+12,1.70E+12,5dba8d370000000001000a36,左下。,https://sns-avatar-qc.xhscdn.com/avatar/5dba8d370000000001000a36.jpg,22,3,20,14,,"https://sns-img-bd.xhscdn.com/ae21fc73-d926-6541-08d4-aa7f1f4c686f,https://sns-img-bd.xhscdn.com/85010cd3-a584-2d6e-494f-1fee7a190fd1,https://sns-img-bd.xhscdn.com/2d3c83ce-ce5e-f5b2-729e-f814cd66ec47,https://sns-img-bd.xhscdn.com/c2cdcacd-4e21-49f9-fee4-274805c8414f,https://sns-img-bd.xhscdn.com/1440dfa9-3419-cbae-c3d6-b5ae2890402a,https://sns-img-bd.xhscdn.com/c4e0a91e-1f62-17e4-d8cd-af8d8e566be2,https://sns-img-bd.xhscdn.com/1c35e4e9-22ec-0bc1-cf2a-9cd22172de6e,https://sns-img-bd.xhscdn.com/bf6bb8b1-4c54-9e3b-3272-cdad212cc1e2,https://sns-img-bd.xhscdn.com/0ab9281a-9321-13f4-0a8f-0504d404e721,https://sns-img-bd.xhscdn.com/cc169ee9-a3c1-d526-9001-a1895ba4e6b6,https://sns-img-bd.xhscdn.com/2099c85c-9ef2-b3b6-1cd0-e4e5d201967d,https://sns-img-bd.xhscdn.com/4b99e905-807d-1d6f-218d-f0678096faa9,https://sns-img-bd.xhscdn.com/5ee58343-4c7d-dc87-1993-da5ef1572cd2,https://sns-img-bd.xhscdn.com/2e2ddca1-73a7-b8aa-baaf-b50030c27c47,https://sns-img-bd.xhscdn.com/88a1ff6b-a733-3fa0-fcb1-7ec301d53729,https://sns-img-bd.xhscdn.com/e6bbb9d0-2570-3007-409e-a6c8c26b0600,https://sns-img-bd.xhscdn.com/092da3c7-194a-d281-d6b4-555daa3eb9fa,https://sns-img-bd.xhscdn.com/039d9928-9b7d-6086-7537-909c6b8693f7",1.70E+12,https://www.xiaohongshu.com/explore/653e8a650000000025021a0d
6571502f000000000901c641,normal, 真是有够破烂的，几乎没人。好好的资源给整成了这幅鬼样子[石化R][石化R][石化R], 真是有够破烂的，几乎没人。好好的资源给整成了这幅鬼样子[石化R][石化R][石化R],1.70E+12,1.70E+12,5c3e9b8a0000000005019989,蹄蹄猪👻💋❤,https://sns-avatar-qc.xhscdn.com/avatar/5c408b4d02ac9300019f7149.jpg,71,20,192,11,广东,"https://sns-img-bd.xhscdn.com/3876c268-8f37-1df6-822a-e804e36f79f3,https://sns-img-bd.xhscdn.com/f13c3980-1bd6-3e4f-b3b3-cacdb493e666,https://sns-img-bd.xhscdn.com/113427d1-e156-2547-8367-e88ed4927b05,https://sns-img-bd.xhscdn.com/a28c60c0-93c0-9ab0-56ee-8b03f56308ce",1.70E+12,https://www.xiaohongshu.com/explore/6571502f000000000901c641
65156eae000000001e02c28f,normal,东部华侨城已不复往日,"带孩子去体验了下东部华侨城，
这个地方可圈可点的就只有高空体验了∶坐缆车，上桥，垂直观光台。
其他地方已不复往日繁华，要去的看图风景~    
 ",1.70E+12,1.70E+12,5f072a15000000000101df8d,宝妈在深圳,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30sf5g510jc005no758agbnsdf4fehgo,131,47,168,53,,"https://sns-img-hw.xhscdn.net/b282f041-977d-f465-5229-c73b58569c27,https://sns-img-hw.xhscdn.net/23133fe2-ed50-d5a5-da63-f96fefb9d597,https://sns-img-hw.xhscdn.net/23ce26d4-4995-51b8-a34b-ab2e0748bab6,https://sns-img-hw.xhscdn.net/e44e6530-2a1b-02ef-2a4f-9362d79c9300,https://sns-img-hw.xhscdn.net/2359267a-2df7-a441-5dae-1fc5f638afbf,https://sns-img-hw.xhscdn.net/336a5673-8b35-ffb9-9cd6-97251f252ecf,https://sns-img-hw.xhscdn.net/7baf0c47-c4a8-8d35-30f8-0e05a515993d,https://sns-img-hw.xhscdn.net/bda56c5a-bf67-ecb8-a4d2-f69cfa68467d,https://sns-img-hw.xhscdn.net/e4d72659-77c8-17f3-1cf7-783faf75b061,https://sns-img-hw.xhscdn.net/4d86776a-4458-daa8-f09c-fed1c9944dc3,https://sns-img-hw.xhscdn.net/192ca635-4c34-f543-289b-a3f906bbf390,https://sns-img-hw.xhscdn.net/030b8108-6e06-8234-8db2-db165e8ef226,https://sns-img-hw.xhscdn.net/18e3c176-a7c8-362f-9367-67be0c1d2bad,https://sns-img-hw.xhscdn.net/b906005a-524a-9ccb-86c6-44b5704d9543,https://sns-img-hw.xhscdn.net/509bcb19-e1b8-6095-bbf7-366ba89b06b4",1.70E+12,https://www.xiaohongshu.com/explore/65156eae000000001e02c28f
64bf3a0d000000000103c106,normal,时代的记忆深圳东部华侨城,"年轻人不建议去，不太有意思
但是更适合带小孩玩
①入口平台
入口有车说可以拉倒山顶，从上往下玩
建议：不要❌坐车，直接坐电梯到②
注意👏👏：注意入园的时间，早上入园电梯是上行的。如果傍晚入园，电梯是下行的，只能爬楼梯了。
水乐园需要带泳衣，需要单收费，是个室内小型水乐园
②小镇入口
平台处也有车，按小时收费💰💰💰
建议👆👆👆步行穿过小镇，不用过多停留
③裸眼3D电影和表演
适合带小孩家庭出游。如果正好有表演可以看，没有也不用等，直接去④坐索道
④索道
 风景很好，建议坐在能看到海的那一侧，风景非常美丽，海天一色
⑤→⑥
可以停留一些，吃吃饭，在山顶看看风景，休息一会
⑥去坐小火车
💰💰💰小火车要单独收费，周中和周末收费不太一样
注意👆👆👆上去之后可以一直坐，不下就可以不重新收费。适合带小孩，带吃的，喝的在车上玩久一些⭐️⭐️⭐️
⑥上火车，⑥下火车
原路返回
⑥→⑤→④去玩剩下的项目！！！
主要是3D电影，但是需要买一次性的3D眼镜，2元💰💰一副。
注意⭐️⭐️⭐️买完别扔，可以一连逛好几个场馆。如果有眼镜就自己带，别买。
	
比较刺激的项目就两个
1.木制小火车😣😣😣😣问题是正在维修，没玩上。去的小伙伴可以提前问一下，能不能玩
2.激流勇进
入场口的小卖铺有卖一次性泳衣的，如果不想买，就自己带。不需要买门口的，门内门外一个价。当然，门外应该可以砍价。
	
总体，是个适合带小朋友进入的游乐场。刺激项目不多     ",1.69E+12,1.69E+12,5f412086000000000101c678,简单说生物,https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2ojtps34jm06g5nq14230bhjotra1fu8,104,54,5,55,,"https://sns-img-hw.xhscdn.net/8159889b-7f08-6ee4-6759-255205062e2a,https://sns-img-hw.xhscdn.net/4ff367f0-3221-2901-b983-c60c96b222be,https://sns-img-hw.xhscdn.net/bb328b76-8f1d-8247-8b9d-335fe15ed6c2,https://sns-img-hw.xhscdn.net/826a9e6e-9b3e-063f-92d4-ff2bbe102428,https://sns-img-hw.xhscdn.net/85e452d5-b9a3-f0df-9e6a-e735bb28922b,https://sns-img-hw.xhscdn.net/308bf904-e115-6c5d-048a-0934d4869f2a,https://sns-img-hw.xhscdn.net/90a50106-4bf7-8c98-a8ec-1b58a89c5c88,https://sns-img-hw.xhscdn.net/7503b428-13dc-76c4-54d4-3a51f4c53019",1.70E+12,https://www.xiaohongshu.com/explore/64bf3a0d000000000103c106
64a683e6000000002b03b5a3,normal,东部华侨城的大冤种之行,"早上10点半到，现在刚刚坐上地铁离开，整个游玩时间5个半小时左右。
先说好处，今天工作日去人特别特别少，一半的时间路上的游客就我们几个人，所有项目排队时间不超过五分钟。整个游乐场动线规划合理，看好指示牌不用走回头路就可以玩完项目。
但是！！里面很多项目维护不开门！今天丛林穿梭，过山车，观光塔都没有开门！免费项目基本上一半都没办法玩，剩下的很多都要收费。小火车30r，登峰造极2r，激流勇进雨衣10r，还有什么真人CS，密室逃脱49r。我们买了全价的180门票进来，近一半的项目没能玩，不知道是人少不开还是下雨的问题。成大冤种了[哭惹R]，而且里面消费很高，一瓶矿泉水8块，帮拍的各种照片也蛮贵的。总结就是预算不高不要来，我们两个人一天一共花了近600（含门票和一顿饭）
随手一发没想到这么多人看[哇R]那我就多说一点路线规划吧。我们是导航坐地铁到盐田港西，出来两步就是公交站，520路坐到东部华侨城西门，大概要20分钟。门口有个地图可以免费领取，从西门一直坐扶梯上去，可以看到大峡谷瀑布，跟着指示牌走到海菲德小城。接着我们就直接去童趣乐园玩项目了，丛林穿梭、激流勇进和过山车都在一块区域，建议是最后再玩激流勇进，因为可能会湿水。这一波玩完就直接去云海索道坐缆车上山，可以俯瞰深圳海景，去流星雨拍摄地打卡，走玻璃地面，恐高的朋友可能会有点害怕[捂脸R]接着不用坐索道下山！看指示牌从登峰造极旁边的一条小道下去坐缆车二号线去坐小火车，这个二号线是免费的，但是隔一段时间才发车，一般都得等一会。二号线路上没啥风景，到了就是小火车站台，下来买小火车票就行。观光完小火车原路返回，继续坐二号线回来，坐索道下山，走回西门出口，搭同样的公交地铁回去就行。不过这个公交15分钟才发一趟，大家注意点时间，我们错过上一辆结果在站台喂了十五分钟蚊子被咬了巨多个包[哭惹R][哭惹R][哭惹R]这只是一个大概路线，把这些主要的免费景点玩了，剩下的什么5d剧院 地心几万里可以根据自己的喜好去玩
  ",1.69E+12,1.69E+12,601fb93c000000000101c8dd,日友浅静,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30odbbi1e2ejg5o0vn4u0bi6tpf305po,289,159,64,275,,"https://sns-img-bd.xhscdn.com/11bd2e4e-2931-60cc-8e3b-78939873734d,https://sns-img-bd.xhscdn.com/81a18a95-3854-10ca-60d0-ce645c4906b4,https://sns-img-bd.xhscdn.com/e4937a1d-4f5d-3df2-793e-f9e411caed30,https://sns-img-bd.xhscdn.com/daab2808-836f-972e-925b-1127ea70e64b,https://sns-img-bd.xhscdn.com/1aa4908f-4db1-9858-0b38-a21fbf3e10c9,https://sns-img-bd.xhscdn.com/b3e27a95-e9b1-3bb1-b524-cb3246d1c46b",1.70E+12,https://www.xiaohongshu.com/explore/64a683e6000000002b03b5a3
6574808a0000000038023b53,normal,东部华侨城还值不值得去,"个人感觉值得！本是为了让年初买的工会卡不白办，周末和家人一人花了100块预约去了东部华侨城玩，虽然木质过山车和激流勇进都已经到了使用年限关停了，但在这里仍旧找到了无忧无虑的快乐。
个人认为比较好玩的项目有：3个体感6d项目，幻影旋风比较刺激，地心四千里和深海探奇视觉效果好，在第一个项目买副眼镜，不贵忘记几块钱了，剩下几个还会用；儿童乐园上山的滑梯、跷跷板、秋千，我在这个乐园呆一整天都不会无聊，滑滑梯下来的时候我笑得好大声，一个七八岁的小女孩用稚嫩可爱的声音的对我说“好好玩”，我哈哈回应:“是呀，好好玩！”；坐缆车上山顶观景，在山顶观景桥山海景色一览无余；还有就是很火的小火车了，云中索道也不错，小火车需要额外付钱，其他项目和缆车都包含了。
东部华侨城的衰败从客流和设备维保状态很容易察觉到，但在游玩其巨额打造的在当时可称之为豪华的项目时，或者穿梭在漂亮的欧式木房子中，甚至是看到其已废弃的过山车设施时都能感受到其建造之初的雄心壮志。
据里面工作人员说，未来这里将会开放成公共公园不收门票，每个项目单独收费，可能没了门票这里又会开启人从众状态。",1.70E+12,1.70E+12,5cf9dd5f00000000170371ac,沧笙踏歌,https://sns-avatar-qc.xhscdn.com/avatar/5cf9dd5f00000000170371ac.jpg,5,2,0,5,广东,"https://sns-img-qc.xhscdn.com/18c81323-0017-cb34-07dc-a6140ca1c62f,https://sns-img-qc.xhscdn.com/b41e6b24-fed4-e614-53d7-99a593e6a83c,https://sns-img-qc.xhscdn.com/de8e3174-1452-728d-15cd-c45fbf4a9da0,https://sns-img-qc.xhscdn.com/d958cc49-9933-1214-fa94-e030dfa3bd0d,https://sns-img-qc.xhscdn.com/81a43bb4-0798-c8a4-4525-d1f64430ecc4,https://sns-img-qc.xhscdn.com/8342dc1f-bb10-d572-ec07-3ac3dece9e91,https://sns-img-qc.xhscdn.com/8e6c0468-7e0b-7aad-a2c9-cf6c21126557,https://sns-img-qc.xhscdn.com/758ad3f3-cfa9-1ef8-8866-7dce47dd780c",1.70E+12,https://www.xiaohongshu.com/explore/6574808a0000000038023b53
6405b2dd00000000130374a9,normal,深圳旅游十大经典景点💥土著熬夜整理,"半个深圳土著表示，这真的是来深圳必打卡的十大景点！
来深圳别错过啦！
熬夜为大家整理了这些景点的玩法♨还有美食推荐✅深圳旅游妥妥的！
·
1、深圳湾公园
一出地铁站就能看到海的公园，繁华都市中的一片海景，太治愈了吧~
2、甘坑古镇
有深圳“小丽江”之称，传统灯笼高悬大街小巷，客家独特的建筑风格还挺出片的
3、民俗村
异域风情的特色主题，除了每个月不同的主题活动之外，这里还能随处逛逛
4、杨梅坑
电影《美人鱼》的拍摄地，环境很绝，海水清澈见底，可以去周边坐快艇出海欣赏美景
5、大鹏古城
古城的容貌被完整保留了下来，除了颇古色古香之外，古朴的风土人情也让人动容
6、西涌
来这里解锁栈道的绝佳视野！眺望大海心情都好多了，很多人喜欢来此处徒步游玩
7、大梅沙
深圳被广为人知的特色海滩，三面环山的景色美到炸裂！晴天更加出片哦~
8、仙湖植物园
这里有敲美的天上人间，弘法寺也是很多人专程来的，祈福很灵验哦~
9、中英街
这里能够直接感受到时代的变迁，街道依然复古，来打卡也不错
10、梧桐山
据说是深圳zui高峰，可以来这里感受一下登高远眺的美景，据说日落很绝~
·
⭕住宿指南⭕
📍罗湖口岸：火车站就在附近，中转和停留都很方便
📍东门老街：周边是商业街，传统韵味十足，好吃又好逛
📍华侨城：商务酒店和度假酒店较多，周边也有很多主题公园，想玩公园的就选这里！
⭕旅游小tips⭕
‼提前在ZFB/VX领好乘车码，地铁、轻轨、公交车都可以用
‼导航大方向是准的，但是如果碰到不清楚的，要问问本地人指个路，不是所有人都说粤语的！
⭕三天两夜行程安排⭕
DAY1⃣深圳湾公园→世界之窗→梧桐山
DAY2⃣大鹏古城→杨梅坑→仙湖植物园
DAY3⃣大小梅沙→甘坑小镇→→中英街→东门老街
·
⭕深圳朋友推荐的美食⭕
😋👍九村烤脑花
上过热门综艺，没想到深圳也能吃到！食材都是当天的新鲜货，烤脑花做得细嫩又入味，辣味十足，无论是哪种口味都吃得过瘾又满足，烧烤也很地道哦~
😋👍新一味潮汕肠粉王
肠粉的口感还很不错，喜欢吃肠粉的或者想试试，这家可以直接冲，盲点不踩雷！
 ",1.68E+12,1.68E+12,5a6e8c834eacab2271ef40a4,吃货小分队,https://sns-avatar-qc.xhscdn.com/avatar/5dedf7959a727f0001496ade.jpg,4947,3769,173,3012,,"https://sns-img-bd.xhscdn.com/21260e24-bb26-6151-5afa-81a14239eadd,https://sns-img-bd.xhscdn.com/c0d14695-cb5d-345b-5e58-9f43ce8dfe2a,https://sns-img-bd.xhscdn.com/d452bcd6-e105-d399-3e69-fbe24150d9ed,https://sns-img-bd.xhscdn.com/7e822729-dc71-050b-7bd5-473e6f05b488,https://sns-img-bd.xhscdn.com/8eb1e8f4-c894-c332-6e88-f27c9416bde5,https://sns-img-bd.xhscdn.com/de41efd8-74ff-6de4-c8f8-62f642fbce86,https://sns-img-bd.xhscdn.com/b2a12aab-123c-ab08-0718-bcd7eafc3790,https://sns-img-bd.xhscdn.com/8b3a2f47-b1bb-09e1-8fa7-ef07db01186e,https://sns-img-bd.xhscdn.com/73f57d58-48d9-f204-7d27-ef8c45a8e17c",1.70E+12,https://www.xiaohongshu.com/explore/6405b2dd00000000130374a9
6537dadc0000000025021428,normal,玩转深圳😝周末最值得打卡的6个景点🔥,"1⃣️世界之窗🌟
📍地址：南山区深南大道
🚇交通：地铁1/2号线世界之窗站H2口
🕐时间：9:00-21:30
🎫门票：100r起
2⃣️欢乐谷🌟
📍地址：南山区华侨城西街
🚇交通：地铁1/2号线世界之窗A口
🕐时间：10:00-21:30
🎫门票：120r起
3⃣️甘坑古镇🌟
📍地址：深圳市龙岗区甘坑古镇
🚇交通：地铁10号线甘坑站C口
🕐时间：全天开放
🎫门票：免费
4⃣️东门老街🌟
📍地址：罗湖区建设路东门老街
🚇交通：地铁1/3号线老街站B口
🕐时间：全天开放
🎫门票：免费
5⃣️梧桐山🌟
📍地址：罗湖区莲塘街道
🚇交通：地铁2/8号线深外高中站C口
🕐时间：建议白天爬山
🎫门票：免费
6⃣️东部华侨城🌟
📍地址：盐田区大梅沙东部华侨城
🚇交通：地铁2号线盐田港西站B2口-步行380米公交站（乘坐M362路）到东部华侨城下车
🕐时间：10:00-18:00
🎫门票：100起
	
       ",1.70E+12,1.70E+12,633f73e3000000001901cbc3,椰子旅行记,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30q9big4ang005opvefhmbiu31sg2cq0,111,68,0,45,,"https://sns-img-hw.xhscdn.net/803188b8-b448-bdde-727d-22caa7c18ed6,https://sns-img-hw.xhscdn.net/f685b168-7233-6310-af91-3f60ba665be2,https://sns-img-hw.xhscdn.net/6a6a47b2-f280-ec4f-60ed-30d1f661bdae,https://sns-img-hw.xhscdn.net/c7754a2a-cfcb-d203-dbde-d5b4c4d852e3,https://sns-img-hw.xhscdn.net/e1db406e-3704-1adf-b571-e0005073a6e7,https://sns-img-hw.xhscdn.net/c2775495-cc66-f9b7-9f90-a1bbf62a5227,https://sns-img-hw.xhscdn.net/59220955-9313-c682-1603-56a4da902c69",1.70E+12,https://www.xiaohongshu.com/explore/6537dadc0000000025021428
